MES_REF,TO_HEADCOUNT_HEADCOUNT-MES-ATUAL,TO_HEADCOUNT-TO_HEADCOUNT-MES-ATUAL,TO_ADMISSOES_ADMISSOES-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-VOLUNTARIO-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-INVOLUNTARIO-MES-ATUAL,TO_HEADCOUNT-CALCULADO_HEADCOUNT-CALCULADO-MES-ATUAL,TO_TURNOVER_TO-GERAL,TO_TURNOVER_TO-VOL-HEAD-GT-25,TO_DESLIGAMENTO_DESLIGAMENTO-VOL-HEAD-LT-25,TO_TURNOVER_TO-VOL,TO_TURNOVER_TO-INVOL,area_anonn
2024-08,18,18,0,1,1,0,19,5.26,0,1,5.26,0,aab7a594b596a4178fbfeddac6b00083d63a06b492aa9a713071e06866414752
2023-11,16,15,0,0,0,0,15,0,0,0,0,0,aab7a594b596a4178fbfeddac6b00083d63a06b492aa9a713071e06866414752
2023-01,18,18,0,1,1,0,19,5.26,0,1,5.26,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-06,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-06,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2025-03,11,11,0,0,0,0,11,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-11,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-05,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-07,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2025-02,11,11,0,0,0,0,11,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-02,14,14,0,0,0,0,14,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-04,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-11,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-02,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-10,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-04,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2022-10,10,9,1,0,0,0,8,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-08,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2025-01,11,11,0,0,0,0,11,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-09,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-03,11,11,0,0,0,0,11,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2022-11,14,13,0,0,0,0,13,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-07,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2022-09,10,9,0,0,0,0,9,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-08,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2022-12,17,17,0,0,0,0,17,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-03,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-10,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-09,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-01,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2023-12,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-12,10,10,0,0,0,0,10,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2024-05,5,5,0,0,0,0,5,0,0,0,0,0,40ce8f6a98b1ae6446cc2379f907f512b2d71f166bee1b298c82c5cca07deabd
2025-04,79,77,4,0,0,0,73,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-07,74,72,3,0,0,0,69,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-03,64,62,0,3,0,3,65,4.62,0,0,0,4.62,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2022-09,63,61,1,1,0,1,61,1.64,0,0,0,1.64,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-06,65,63,0,0,0,0,63,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-02,70,69,1,0,0,0,68,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-09,66,65,1,1,0,1,65,1.54,0,0,0,1.54,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2022-11,63,60,1,2,2,0,61,3.28,3.28,0,3.28,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-01,70,68,0,1,0,1,69,1.45,0,0,0,1.45,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-10,80,79,0,2,0,2,81,2.47,0,0,0,2.47,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-04,63,61,1,1,1,0,61,1.64,1.64,0,1.64,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-01,67,66,0,0,0,0,66,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2022-12,68,66,1,1,1,0,66,1.52,1.52,0,1.52,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-11,70,69,4,0,0,0,65,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-10,66,65,0,1,0,1,66,1.52,0,0,0,1.52,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-02,66,65,0,1,0,1,66,1.52,0,0,0,1.52,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-07,65,63,0,1,1,0,64,1.56,1.56,0,1.56,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-05,79,77,1,1,1,0,77,1.3,1.3,0,1.3,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-11,77,76,1,0,0,0,75,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-08,83,80,1,1,1,0,80,1.25,1.25,0,1.25,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-03,75,72,4,1,1,0,69,1.45,1.45,0,1.45,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-05,71,69,1,0,0,0,68,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-05,64,62,1,0,0,0,61,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-09,83,82,1,0,0,0,81,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-06,71,69,0,0,0,0,69,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-01,69,68,1,1,0,1,68,1.47,0,0,0,1.47,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2022-10,64,61,0,1,0,1,62,1.61,0,0,0,1.61,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-08,82,81,3,1,1,0,79,1.27,1.27,0,1.27,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-12,68,67,0,2,1,1,69,2.9,1.45,0,1.45,1.45,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-03,69,68,0,1,0,1,69,1.45,0,0,0,1.45,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-10,72,69,0,2,0,2,71,2.82,0,0,0,2.82,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-04,70,68,0,0,0,0,68,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-02,71,69,1,0,0,0,68,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-12,71,69,3,2,1,1,68,2.94,1.47,0,1.47,1.47,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2023-08,65,63,0,0,0,0,63,0,0,0,0,0,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-07,80,79,3,2,0,2,78,2.56,0,0,0,2.56,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-06,79,77,1,1,0,1,77,1.3,0,0,0,1.3,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-09,82,79,1,2,1,1,80,2.5,1.25,0,1.25,1.25,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2024-11,68,65,3,2,1,1,64,3.13,1.56,0,1.56,1.56,7f79239ded4ebcfcca7adc4834611ddd660a1f4f94d106f4341c775c2011f962
2025-10,8,8,0,0,0,0,8,0,0,0,0,0,ab48154b9526b1b7f7d57135c1f73f0964952c0c62226aebbf09214932ee0884
2025-11,8,8,0,0,0,0,8,0,0,0,0,0,ab48154b9526b1b7f7d57135c1f73f0964952c0c62226aebbf09214932ee0884
2025-02,4,3,0,0,0,0,3,0,0,0,0,0,d29de5d2ed76b40615a791242a507d0687e55b8e913a7bde20a886e2f560c8b8
2024-10,3,2,0,0,0,0,2,0,0,0,0,0,d29de5d2ed76b40615a791242a507d0687e55b8e913a7bde20a886e2f560c8b8
2025-01,5,4,1,0,0,0,3,0,0,0,0,0,d29de5d2ed76b40615a791242a507d0687e55b8e913a7bde20a886e2f560c8b8
2023-12,10,10,0,1,0,1,11,9.09,0,0,0,9.09,de09c97c1fd44795071e1bde7af343e86e6867c205f6f499d6db978d1e414b1a
2024-01,9,9,0,1,1,0,10,10,0,1,10,0,de09c97c1fd44795071e1bde7af343e86e6867c205f6f499d6db978d1e414b1a
2023-10,9,9,0,4,0,4,13,30.77,0,0,0,30.77,de09c97c1fd44795071e1bde7af343e86e6867c205f6f499d6db978d1e414b1a
2023-11,11,11,0,0,0,0,11,0,0,0,0,0,de09c97c1fd44795071e1bde7af343e86e6867c205f6f499d6db978d1e414b1a
2024-02,20,18,0,0,0,0,18,0,0,0,0,0,de09c97c1fd44795071e1bde7af343e86e6867c205f6f499d6db978d1e414b1a
2023-08,5,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-07,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-10,4,4,1,0,0,0,3,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-07,5,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-12,5,5,0,0,0,0,5,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-01,6,6,0,0,0,0,6,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-11,5,5,0,0,0,0,5,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-08,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2025-01,3,3,0,0,0,0,3,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-10,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-11,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-09,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-02,6,6,0,0,0,0,6,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-06,5,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-04,7,7,0,0,0,0,7,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-12,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2022-09,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2023-05,5,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-05,7,7,0,0,0,0,7,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-06,4,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2022-10,5,4,0,0,0,0,4,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-03,6,6,0,0,0,0,6,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-09,3,3,0,0,0,0,3,0,0,0,0,0,0b74b6cb2e374692fa97e317b1deb993b421c478c7aeffdb437bc4a8d4acc018
2024-12,8,8,0,1,1,0,9,11.11,0,1,11.11,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2024-10,9,9,0,0,0,0,9,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-11,18,18,0,0,0,0,18,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-10,19,19,0,0,0,0,19,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-01,8,8,0,0,0,0,8,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-09,18,18,0,0,0,0,18,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2024-11,9,9,0,0,0,0,9,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-03,15,15,0,0,0,0,15,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-05,15,15,1,0,0,0,14,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-02,8,8,1,0,0,0,7,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-07,15,15,2,1,0,1,14,7.14,0,0,0,7.14,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-04,14,14,0,0,0,0,14,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-08,18,18,3,0,0,0,15,0,0,0,0,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-06,14,14,0,1,1,0,15,6.67,0,1,6.67,0,e467b167e2125b61150de24978f4ff7a86c46bd94b94f3d1f953e0b53dd7436f
2025-11,6,6,0,0,0,0,6,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-08,4,4,1,0,0,0,3,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-05,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-01,4,4,0,0,0,0,4,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-09,5,5,1,0,0,0,4,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-06,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-03,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-07,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-10,6,6,1,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-02,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2025-04,5,5,0,0,0,0,5,0,0,0,0,0,62cb73227fb15fcd7d7428e6ec5deff8318c4340f2b3c2ff029b44ecd7ace0da
2022-11,20,19,0,2,2,0,21,9.52,0,2,9.52,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-04,23,23,1,1,1,0,23,4.35,0,1,4.35,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-05,20,20,1,0,0,0,19,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-09,27,26,0,1,1,0,27,3.7,3.7,0,3.7,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-03,50,48,4,1,1,0,45,2.22,2.22,0,2.22,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2022-12,27,27,1,0,0,0,26,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-08,53,52,3,0,0,0,49,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-12,46,45,0,0,0,0,45,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-06,19,19,0,0,0,0,19,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-09,53,52,0,0,0,0,52,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-03,21,21,0,1,0,1,22,4.55,0,0,0,4.55,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-06,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-07,50,49,1,2,0,2,50,4,0,0,0,4,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-05,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-04,51,50,1,0,0,0,49,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-11,49,48,0,0,0,0,48,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-02,26,26,0,0,0,0,26,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-11,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-12,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-07,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-10,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-02,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-04,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-05,51,50,1,1,1,0,50,2,2,0,2,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-10,42,41,0,0,0,0,41,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-01,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-11,43,42,1,0,0,0,41,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2022-10,22,21,0,0,0,0,21,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-01,26,26,0,0,0,0,26,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-06,51,50,1,1,0,1,50,2,0,0,0,2,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-01,45,44,0,1,0,1,45,2.22,0,0,0,2.22,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-03,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-02,46,45,1,0,0,0,44,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-07,19,19,0,0,0,0,19,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-08,19,19,0,0,0,0,19,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-10,52,51,0,1,0,1,52,1.92,0,0,0,1.92,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2024-08,28,27,0,1,1,0,28,3.57,3.57,0,3.57,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2023-09,20,20,0,0,0,0,20,0,0,0,0,0,3464f8425f8b22023599a213c8b857be612691e8db9be9feaf57f0f774d8de65
2025-05,8,7,0,0,0,0,7,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-11,17,16,0,0,0,0,16,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-07,7,6,0,0,0,0,6,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2024-12,8,8,0,0,0,0,8,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-04,8,7,0,0,0,0,7,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-08,8,7,3,2,1,1,6,33.33,0,1,16.67,16.67,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-09,8,7,0,0,0,0,7,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-02,8,8,0,0,0,0,8,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-10,17,16,1,0,0,0,15,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-03,9,8,0,0,0,0,8,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-01,8,8,0,0,0,0,8,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2025-06,8,7,0,0,0,0,7,0,0,0,0,0,05ba2a10ed19f6e5b8c1b270b61e6ae49cf0c632a18fb0f49d89fee73781f1e5
2024-11,62,62,5,1,0,1,58,1.72,0,0,0,1.72,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
2023-04,41,40,0,1,1,0,41,2.44,2.44,0,2.44,0,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
2024-12,67,67,5,0,0,0,62,0,0,0,0,0,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
2023-03,43,42,0,1,0,1,43,2.33,0,0,0,2.33,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
2025-03,85,84,1,2,1,1,85,2.35,1.18,0,1.18,1.18,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
2023-10,45,45,0,0,0,0,45,0,0,0,0,0,2163d87fb9119d927af1c38873df02b204c15ce6275942ade98cfd9b9855b80b
