MES_REF,TO_HEADCOUNT_HEADCOUNT-MES-ATUAL,TO_HEADCOUNT-TO_HEADCOUNT-MES-ATUAL,TO_ADMISSOES_ADMISSOES-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-VOLUNTARIO-MES-ATUAL,TO_DESLIGAMENTO_DESLIGAMENTO-INVOLUNTARIO-MES-ATUAL,TO_HEADCOUNT-CALCULADO_HEADCOUNT-CALCULADO-MES-ATUAL,TO_TURNOVER_TO-GERAL,TO_TURNOVER_TO-VOL-HEAD-GT-25,TO_DESLIGAMENTO_DESLIGAMENTO-VOL-HEAD-LT-25,TO_TURNOVER_TO-VOL,TO_TURNOVER_TO-INVOL,area_anonn
2023-07,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-07,6,6,0,0,0,0,6,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2022-10,10,9,0,0,0,0,9,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2022-12,10,9,0,1,0,1,10,10,0,0,0,10,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-03,10,10,0,0,0,0,10,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-08,6,6,0,0,0,0,6,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2022-09,10,9,0,0,0,0,9,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-02,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2022-11,11,10,0,0,0,0,10,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-06,6,6,0,0,0,0,6,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-04,9,9,0,1,1,0,10,10,0,1,10,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-12,10,10,0,0,0,0,10,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-11,10,9,0,0,0,0,9,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-09,6,6,0,0,0,0,6,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-05,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-02,10,10,0,0,0,0,10,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-06,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-04,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-03,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-08,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-10,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-01,10,10,0,0,0,0,10,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-09,9,8,0,0,0,0,8,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2024-05,9,9,0,0,0,0,9,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-01,10,9,0,0,0,0,9,0,0,0,0,0,34b6257d860feae8f954eeac24bccdec0f21a346fd90b2e08023ba1a302168a4
2023-06,6,6,0,0,0,0,6,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-04,6,6,0,0,0,0,6,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-05,6,6,0,0,0,0,6,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-08,6,6,0,0,0,0,6,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-02,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2022-10,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-10,32,32,0,0,0,0,32,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2022-11,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-08,30,30,0,0,0,0,30,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-07,6,6,0,0,0,0,6,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-09,5,5,0,0,0,0,5,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-07,29,29,0,1,1,0,30,3.33,3.33,0,3.33,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-10,5,5,0,0,0,0,5,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-01,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2022-09,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-06,29,29,0,1,1,0,30,3.33,3.33,0,3.33,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2022-12,8,8,0,0,0,0,8,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2023-03,7,7,0,1,0,1,8,12.5,0,0,0,12.5,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-09,31,31,0,0,0,0,31,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-11,32,32,0,0,0,0,32,0,0,0,0,0,3e0f396fe1eeda09b9aa3614717f8a2d2d8279f060a25076943e14a8c8034c72
2025-11,16,16,0,0,0,0,16,0,0,0,0,0,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-07,45,45,1,0,0,0,44,0,0,0,0,0,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-05,38,38,2,2,0,2,38,5.26,0,0,0,5.26,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-10,17,17,1,1,0,1,17,5.88,0,0,0,5.88,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-06,44,44,1,1,1,0,44,2.27,2.27,0,2.27,0,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-09,42,42,1,1,0,1,42,2.38,0,0,0,2.38,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-08,43,43,1,1,0,1,43,2.33,0,0,0,2.33,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-04,36,36,1,0,0,0,35,0,0,0,0,0,0759ae3bb9cd81711a83470307e9093241e9c2322d6cca2c5adc49efd5629a73
2025-04,10,10,0,0,0,0,10,0,0,0,0,0,f68ec5fd1cde5bd03b5f4eddd212d5cfdbf1a0bcfa042cb8bfdde105f55a00ca
2025-06,6,6,0,1,0,1,7,14.29,0,0,0,14.29,f68ec5fd1cde5bd03b5f4eddd212d5cfdbf1a0bcfa042cb8bfdde105f55a00ca
2025-08,3,3,0,1,0,1,4,25,0,0,0,25,f68ec5fd1cde5bd03b5f4eddd212d5cfdbf1a0bcfa042cb8bfdde105f55a00ca
2025-07,5,5,0,0,0,0,5,0,0,0,0,0,f68ec5fd1cde5bd03b5f4eddd212d5cfdbf1a0bcfa042cb8bfdde105f55a00ca
2025-05,8,8,0,1,0,1,9,11.11,0,0,0,11.11,f68ec5fd1cde5bd03b5f4eddd212d5cfdbf1a0bcfa042cb8bfdde105f55a00ca
2023-02,117,112,2,1,0,1,111,0.9,0,0,0,0.9,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2022-11,133,122,0,1,1,0,123,0.81,0.81,0,0.81,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-01,117,111,2,2,2,0,111,1.8,1.8,0,1.8,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-03,141,140,4,2,1,1,138,1.45,0.72,0,0.72,0.72,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-06,99,96,0,0,0,0,96,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2022-12,117,111,1,2,1,1,112,1.79,0.89,0,0.89,0.89,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-02,141,141,4,1,0,1,138,0.72,0,0,0,0.72,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-07,123,119,1,0,0,0,118,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-10,212,209,4,4,1,3,209,1.91,0.48,0,0.48,1.44,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-08,216,213,10,3,0,3,206,1.46,0,0,0,1.46,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-01,151,151,7,2,2,0,146,1.37,1.37,0,1.37,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-07,99,96,0,0,0,0,96,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-03,115,113,0,2,2,0,115,1.74,1.74,0,1.74,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-08,162,158,2,2,2,0,158,1.27,1.27,0,1.27,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2022-10,134,122,0,4,3,1,126,3.17,2.38,0,2.38,0.79,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-01,116,115,1,0,0,0,114,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-05,92,88,1,0,0,0,87,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-06,207,204,8,1,0,1,197,0.51,0,0,0,0.51,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-06,120,116,4,1,0,1,113,0.88,0,0,0,0.88,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-03,111,107,0,5,0,5,112,4.46,0,0,0,4.46,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-10,165,164,1,1,0,1,164,0.61,0,0,0,0.61,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2022-09,138,126,1,2,2,0,127,1.57,1.57,0,1.57,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-08,101,98,2,0,0,0,96,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-05,116,112,2,3,2,1,113,2.65,1.77,0,1.77,0.88,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-09,177,173,3,0,0,0,170,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-04,180,178,0,0,0,0,178,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-05,184,182,6,4,2,2,180,2.22,1.11,0,1.11,1.11,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-11,164,163,2,3,1,2,164,1.83,0.61,0,0.61,1.22,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-09,100,97,0,1,0,1,98,1.02,0,0,0,1.02,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-10,99,96,0,1,0,1,97,1.03,0,0,0,1.03,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-11,96,94,0,0,0,0,94,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-12,116,114,0,0,0,0,114,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-04,111,107,0,0,0,0,107,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-04,116,112,0,4,4,0,116,3.45,3.45,0,3.45,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-12,165,165,3,1,0,1,163,0.61,0,0,0,0.61,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-11,239,236,4,0,0,0,232,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2024-02,117,115,0,0,0,0,115,0,0,0,0,0,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-09,207,204,3,5,3,2,206,2.43,1.46,0,1.46,0.97,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2025-07,209,206,8,1,0,1,199,0.5,0,0,0,0.5,586d6165167b216273c4dfe77f6bea98af5ef124869d76ac3e05362395316bba
2023-08,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-04,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2024-01,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-11,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-11,12,12,0,0,0,0,12,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2022-12,9,9,0,0,0,0,9,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-07,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-10,13,13,0,0,0,0,13,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-06,14,14,0,0,0,0,14,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-08,14,14,0,0,0,0,14,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-10,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-03,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-07,14,14,0,0,0,0,14,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2022-11,9,9,0,0,0,0,9,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2025-09,15,15,0,0,0,0,15,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-06,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-02,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-01,8,8,0,1,0,1,9,11.11,0,0,0,11.11,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-09,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-12,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2023-05,8,8,0,0,0,0,8,0,0,0,0,0,0fc816f41350186f8c8625a789b94ecb09b0ba4cbd94b80e54d7104c1ac5244e
2024-06,14,13,1,0,0,0,12,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-08,16,14,0,0,0,0,14,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-02,12,12,0,1,1,0,13,7.69,0,1,7.69,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2025-03,4,4,0,0,0,0,4,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-03,12,11,0,1,1,0,12,8.33,0,1,8.33,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-11,5,4,0,2,2,0,6,33.33,0,2,33.33,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-10,7,6,0,0,0,0,6,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2025-01,9,8,2,1,0,1,7,14.29,0,0,0,14.29,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-12,4,4,0,0,0,0,4,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-09,16,14,0,0,0,0,14,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-07,14,13,0,0,0,0,13,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-04,13,12,1,0,0,0,11,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-05,17,16,2,0,0,0,14,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2025-02,8,7,0,0,0,0,7,0,0,0,0,0,6424719ca572342f2780448f4fe0ec21afe9fb380af38042001201007e360458
2024-07,79,76,4,1,0,1,73,1.37,0,0,0,1.37,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-09,79,76,1,2,1,1,77,2.6,1.3,0,1.3,1.3,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2025-04,4,4,3,4,1,3,5,80,0,1,20,60,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-09,70,66,0,1,1,0,67,1.49,1.49,0,1.49,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2022-10,69,61,0,1,0,1,62,1.61,0,0,0,1.61,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-05,67,63,3,0,0,0,60,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-11,69,66,1,0,0,0,65,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-10,85,82,5,0,0,0,77,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2025-01,83,81,3,2,2,0,80,2.5,2.5,0,2.5,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-12,83,81,1,0,0,0,80,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2025-03,93,90,4,0,0,0,86,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-08,79,76,2,0,0,0,74,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2022-09,70,62,0,0,0,0,62,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2022-11,57,49,0,1,0,1,50,2,0,0,0,2,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-01,71,71,4,0,0,0,67,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-07,71,67,2,0,0,0,65,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-04,71,68,3,3,2,1,68,4.41,2.94,0,2.94,1.47,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2025-02,87,85,3,1,1,0,83,1.2,1.2,0,1.2,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-11,83,80,0,2,1,1,82,2.44,1.22,0,1.22,1.22,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-06,69,65,3,1,1,0,63,1.59,1.59,0,1.59,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-05,76,73,5,0,0,0,68,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-04,50,46,0,0,0,0,46,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2025-05,6,6,3,0,0,0,3,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-03,50,46,2,6,1,5,50,12,2,0,2,10,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-10,68,65,0,1,1,0,66,1.52,1.52,0,1.52,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-02,71,71,1,1,0,1,71,1.41,0,0,0,1.41,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2022-12,55,50,0,0,0,0,50,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-06,76,73,1,0,0,0,72,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-08,71,67,0,0,0,0,67,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-12,67,67,0,0,0,0,67,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-01,54,50,0,1,1,0,51,1.96,1.96,0,1.96,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2024-03,70,70,1,1,1,0,70,1.43,1.43,0,1.43,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-02,54,50,0,0,0,0,50,0,0,0,0,0,eb8ed0f24b921ac7b2f1a78da9ad144dfb99ec11d4dd6de3469fd38d628c3217
2023-02,20,20,1,0,0,0,19,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-03,23,23,0,0,0,0,23,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-05,36,36,0,0,0,0,36,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2023-04,19,19,0,1,1,0,20,5,0,1,5,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-04,22,22,0,0,0,0,22,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-06,37,37,1,0,0,0,36,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2022-12,20,20,0,0,0,0,20,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-08,25,25,0,0,0,0,25,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2022-10,20,20,0,0,0,0,20,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2023-01,19,19,0,1,1,0,20,5,0,1,5,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-01,23,23,1,0,0,0,22,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2023-07,21,21,1,1,1,0,21,4.76,0,1,4.76,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-02,34,34,0,0,0,0,34,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-02,23,23,1,1,1,0,23,4.35,0,1,4.35,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2023-08,21,21,0,0,0,0,21,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-10,43,42,0,0,0,0,42,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2024-06,27,27,2,0,0,0,25,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2023-10,21,21,0,0,0,0,21,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-07,37,37,0,0,0,0,37,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
2025-11,45,44,0,0,0,0,44,0,0,0,0,0,1dbbda329f1d72296e366a0cb481e4c26a73eaf7109d212f2654fd3c6f1829ac
